"","Lower CI","Point Estimate","Upper CI"
"9_1",0.554482066458848,0.686886708296164,0.858106040276238
"9_10",0.698239010934786,0.87012987012987,1.04987625722658
"9_11",0.367023496021632,0.462680412371134,0.582857142857143
"9_12",1.27327935222672,1.67065073041169,2.107202680067
"9_13",0.741927816079692,0.878120411160059,1.12337388948263
"9_14",0.724707893986891,0.911796342775188,1.13022222222222
"9_15",0.38659217877095,0.498200143988481,0.651003095031827
"9_18",0.347989949748744,0.521068472535741,0.748648648648649
"9_19",0.552631578947368,0.779220779220779,1.07692307692308
"9_2",0.421787709497207,0.578544061302682,0.820652173913043
"9_21",0.195268494665486,0.681159420289855,2.01666857910956
"9_22",0.573302847650919,0.807453416149068,1.15044247787611
"9_23",0.215737065208839,0.379893668438859,0.598640500482975
"9_24",0.366389548693587,0.642708333333333,0.889048991354467
"9_3",0.526418055022633,0.773211567732116,1.09722187846594
"9_4",0.910138248847926,1.09418282548476,1.31229235880399
"9_5",0.47244094488189,0.668354430379747,0.96
"9_6",0.487137354182419,0.735235567352356,1.20896357892781
"9_7",1.21813186813187,1.57234042553191,2.02285640185981
"9_8",0.633863080684597,0.785011355034065,1.00002413127413
"9_9",0.59495696286915,0.72728280141844,0.876243757537542
