"","Lower CI","Point Estimate","Upper CI"
"9_1",0.533977497357976,0.656623081296191,0.792724776938916
"9_10",0.606085526315789,0.728260869565217,0.861484511981297
"9_11",0.507686567164179,0.577160493827161,0.650057937427578
"9_12",1.29423868312757,1.58838383838384,1.965625
"9_13",0.636621717530163,0.847826086956522,1.11221326720397
"9_14",0.987189440993789,1.14601171698963,1.31560571480163
"9_15",0.904545640710592,1.08125,1.30326297836052
"9_18",0.273012650501729,0.3750338478202,0.504930829202335
"9_19",0.931212350136373,1.1491129575567,1.41891891891892
"9_2",0.435158501440922,0.567669172932331,0.734837991810574
"9_21",0.195268494665486,0.681159420289855,2.01666857910956
"9_22",0.705563093622795,0.882852292020374,1.10403397027601
"9_23",2.25214899713467,3.16935483870968,4.54335260115607
"9_24",2.32830188679245,3.73939393939394,5.93269230769231
"9_3",0.78516228748068,1.0273003033367,1.3110100858548
"9_4",0.910138248847926,1.09418282548476,1.31229235880399
"9_5",0.47244094488189,0.668354430379747,0.96
"9_6",0.265097935842663,0.38707423580786,0.555388471177945
"9_7",1.01883021169682,1.38996865203762,1.84136212624585
"9_8",0.783232628398791,0.917699115044248,1.07128099173554
"9_9",0.426352946708106,0.519389047166825,0.625049107397984
